"PID","lebe_cont","cand_rightwing","cand_change_R","cand_exp","cand_change","cand_econ","cand_cult","mob","soccon","lonely","selfplacement","mob_1R","mob_2","mob_3R","mob_4","mob_5","mob_6","mob_7R","mob_8R","soccon_1","soccon_2","soccon_3","soccon_4R","soccon_5","lonely_1","lonely_2","lonely_3","lebecool_self","lebecool_white","lebecool_black","lebecool_asian","lebecool_latino","ideo","party_gen","party_dem","party_rep","party_ind","party_followup","att_1","att_2","is_elg","age","gender","race","edu","income","income_num","edu_num","white_bin","man_bin","rep_bin","dem_bin","ind_bin","feedback"
"RI383zq",25,3.5,5,3,3,3,4,6.5,2,3,2.5,7,6,6,7,6,6,7,7,2,2,2,2,2,1,1,1,67,82,30,67,42,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,20,"man","Asian","GED","$60,001-$80,000",4,2,0,1,0,0,1,NA
"LK519ho",30,2,6,5,2,3,1,7,1,3,2,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,70,80,51,44,18,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,50,"man","White","2yearColl","Over $200,000",11,3,1,1,0,1,0,NA
"OV902iz",16,6,2,1,6,7,5,5.375,1.2,3,2,6,5,6,5,5,5,6,5,1,1,1,2,1,1,1,1,84,85,70,80,73,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,36,"man","White","4yearColl","$20,001-$40,000",2,4,1,1,0,0,1,NA
"QZ807bz",70,1,7,3,1,1,1,6,5.4,5,3,6,6,6,6,6,6,6,6,6,6,6,3,6,1,2,2,45,70,30,50,35,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,34,"man","White","4yearColl","$40,001-$60,000",3,4,1,1,0,1,0,NA
"KM612pi",75,4,4,4,4,1,7,2.75,6,7,3,4,2,6,2,2,2,2,2,6,6,6,6,6,3,2,2,62,64,100,17,42,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,41,"man","White","MA","$120,001-$140,000",7,5,1,1,1,0,0,"n/a"
"RK657ci",89,1.5,3,3,5,2,1,2.5,6,9,5,3,3,3,2,2,3,2,2,6,6,7,5,6,3,3,3,29,100,35,83,49,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,25,"man","Black or African American","4yearColl","$120,001-$140,000",7,4,0,1,0,1,0,NA
"SL448gk",100,1.5,7,4,1,1,2,2.375,7,9,5,5,1,3,3,2,1,2,2,7,7,7,7,7,3,3,3,27,50,50,50,50,1,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,44,"man","White","noHS","$40,001-$60,000",3,1,1,1,0,0,1,NA
"AV195zl",31,1,5,3,3,1,1,5.125,4.4,5,3,5,6,5,5,5,6,5,4,5,4,5,3,5,1,2,2,61,75,29,66,34,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,38,"woman","Black or African American","2yearColl","$180,001-$200,000",10,3,0,0,0,1,0,NA
"FX370tf",15,4.5,2,6,6,4,5,4.875,3.4,4,2.5,4,5,5,4,6,5,5,5,4,4,3,3,3,1,2,1,70,90,50,70,45,5,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,48,"man","Asian","2yearColl","$80,001-$100,000",5,3,0,1,0,1,0,NA
"IS522pq",45,1.5,6,4,2,2,1,4.5,5,6,5,5,5,5,4,4,4,5,4,5,5,5,5,5,2,2,2,0,63,45,61,50,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,46,"woman","White","2yearColl","$120,001-$140,000",7,3,1,0,0,1,0,NA
"MR488mk",65,1,7,3,1,1,1,3.125,4.4,6,5,3,3,3,3,3,4,3,3,5,5,4,3,5,2,2,2,25,70,40,75,30,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,47,"man","White","GED","$20,001-$40,000",2,2,1,1,0,1,0,NA
"DP553fv",27,5,2,4,6,4,6,4.625,3.2,6,3,5,4,5,5,4,4,5,5,4,3,3,3,3,2,2,2,60,66,45,63,39,5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,26,"woman","White","4yearColl","$40,001-$60,000",3,4,1,0,1,0,0,NA
"HL979qm",75,3.5,4,4,4,4,3,5.75,2.2,4,4,6,6,6,6,6,5,5,6,3,2,2,2,2,2,1,1,40,90,70,70,20,4,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,33,"woman","White","GED","$20,001-$40,000",2,2,1,0,0,0,1,NA
"CP437it",61,4.5,4,5,4,4,5,4.875,3.6,5,5,5,5,5,5,5,5,4,5,4,4,4,3,3,2,2,1,30,60,55,56,54,5,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,1,39,"man","White","noHS","$20,001-$40,000",2,1,1,1,0,0,1,NA
"NM349nw",10,7,3,4,5,7,7,5.375,2.6,4,3,6,5,6,5,5,5,6,5,3,3,2,3,2,1,1,2,70,73,62,73,56,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,69,"man","White","GED","$40,001-$60,000",3,2,1,1,1,0,0,NA
"NN221wh",100,6,1,7,7,6,6,3.875,5.8,4,3,2,7,1,7,6,6,1,1,7,7,7,2,6,1,2,1,0,0,0,0,0,7,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,47,"man","White","MA","$80,001-$100,000",5,5,1,1,1,0,0,"good"
"GZ754ji",33,2,3,4,5,2,2,5,4.2,9,3,5,5,5,5,5,5,5,5,6,3,3,4,5,3,3,3,56,89,49,67,53,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,29,NA,"Asian",NA,NA,NA,NA,0,NA,0,1,0,NA
"JG148xo",80,1.5,4,4,4,2,1,4.375,3.6,6,3,5,2,5,5,3,5,5,5,6,5,2,2,3,2,2,2,50,87,40,60,31,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,29,"woman","White","GED","$40,001-$60,000",3,2,1,0,0,1,0,NA
"KG688di",45,1.5,4,4,4,2,1,5.5,1.2,3,3,6,5,7,5,5,5,5,6,1,1,1,2,1,1,1,1,38,100,23,62,11,3,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,47,"woman","Black or African American","MA","$140,001-$160,000",8,5,0,0,0,1,0,NA
"RE667vp",50,4,1,4,7,7,1,4.25,5,7,5,5,5,5,5,5,3,3,3,5,6,6,2,6,3,2,2,1,100,10,90,80,4,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,42,"woman","Black or African American","GED","$0-$20,000",1,2,0,0,0,0,1,NA
"TP234pg",0,4,1,1,7,1,7,6.25,2.4,3,3,7,6,7,5,6,5,7,7,2,1,5,3,1,1,1,1,52,100,57,30,43,4,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,61,"woman","Black or African American","GED","$60,001-$80,000",4,2,0,0,0,1,0,NA
"GJ735ki",63,1,7,2,1,1,1,4.75,2,5,4,5,5,5,5,5,5,4,4,2,2,2,2,2,1,2,2,34,46,30,40,35,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,21,"man","White","2yearColl","$60,001-$80,000",4,3,1,1,0,1,0,NA
"QH870bm",20,4,1,5,7,7,1,2.75,1,3,3.5,1,5,3,2,2,3,3,3,1,1,1,1,1,1,1,1,30,50,30,80,20,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,37,"woman","White","GED","$20,001-$40,000",2,2,1,0,0,0,1,"n/a"
"SJ402pc",74,1,6,4,2,1,1,5.125,4.6,7,3,5,5,5,5,5,5,5,6,5,4,5,5,4,2,3,2,32,75,24,55,21,1,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,38,"man","Asian","4yearColl","$100,001-$120,000",6,4,0,1,0,1,0,NA
"FY442uz",71,4.5,3,4,5,3,6,4,3.8,5,5,4,5,4,3,3,4,5,4,5,4,3,3,4,2,2,1,17,49,22,73,39,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,26,"man","Asian","GED","$0-$20,000",1,2,0,1,0,1,0,"None"
"QC741hp",0,1,1,1,7,1,1,7,1,3,3,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,100,100,100,100,100,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,53,"man","Hispanic, Latino, or Spanish origin","GED","$40,001-$60,000",3,2,0,1,0,1,0,NA
"VG313gm",55,1.5,3,3,5,2,1,5.5,5,6,2,6,5,6,5,5,5,6,6,5,5,5,5,5,2,2,2,54,100,36,22,37,2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,70,"woman","White","GED","$20,001-$40,000",2,2,1,0,0,1,0,NA
"CF106kd",100,1,6,4,2,1,1,3,6,9,4,3,3,3,3,3,3,3,3,6,6,6,6,6,3,3,3,31,100,49,37,26,2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,30,"woman","Asian","4yearColl","$60,001-$80,000",4,4,0,0,0,1,0,NA
"WH482ac",0,1,3,4,5,1,1,5.375,4.8,8,2,5,5,5,5,7,6,5,5,5,5,5,4,5,3,2,3,46,93,35,39,39,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,26,"woman","White","GED","$40,001-$60,000",3,2,1,0,0,1,0,NA
"ID197ew",83,1,3,2,5,1,1,5.25,6.2,9,5,6,4,7,3,3,5,7,7,7,7,7,3,7,3,3,3,12,90,68,53,36,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,64,"woman","multiracial","2yearColl","$20,001-$40,000",2,3,0,0,0,1,0,NA
"QG665kt",0,6.5,3,3,5,7,6,5.375,2.4,3,3,5,6,5,6,5,6,5,5,3,3,2,2,2,1,1,1,87,95,55,92,80,6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,66,"man","Asian","2yearColl","$60,001-$80,000",4,3,0,1,1,0,0,NA
"AA034jl",55,1,3,4,5,1,1,4.125,3.4,6,2,5,1,5,5,2,5,5,5,3,5,3,3,3,2,2,2,59,100,14,29,0,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,50,NA,"White","MA","$20,001-$40,000",2,5,1,NA,0,1,0,NA
"FS727io",60,1.5,5,5,3,2,1,7,3.6,7,2,7,7,7,7,7,7,7,7,5,5,3,3,2,3,2,2,65,0,34,69,33,3,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,48,"woman","Black or African American","MA","$0-$20,000",1,5,0,0,0,0,1,NA
"ZH798wa",86,2,6,4,2,2,2,2.25,6,7,5,3,3,2,3,2,2,2,1,6,7,6,5,6,2,3,2,32,51,63,79,36,2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,52,"woman","White","4yearColl","$60,001-$80,000",4,4,1,0,0,1,0,NA
"AS557px",40,4.5,2,7,6,2,7,5.375,3.8,4,4,5,6,5,5,5,5,6,6,3,3,2,6,5,1,2,1,34,55,21,39,48,7,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,78,"woman","White","GED","$20,001-$40,000",2,2,1,0,1,0,0,"Thank you"
"CO343cp",70,5.5,3,3,5,6,5,4.5,5.4,9,5,5,3,5,3,5,5,5,5,6,6,5,5,5,3,3,3,30,75,67,90,50,6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,54,"woman","White","4yearColl","$120,001-$140,000",7,4,1,0,1,0,0,NA
"LU270wx",22,4,2,4,6,6,2,4.25,2,3,3,5,3,4,4,3,5,5,5,2,1,2,3,2,1,1,1,62,75,45,67,53,3,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,70,"man","White","4yearColl","$80,001-$100,000",5,4,1,1,0,1,0,"thanks"
"LT874rc",57,3.5,3,5,5,3,4,5.75,2.6,3,2,6,6,6,6,6,5,5,6,4,2,2,3,2,1,1,1,53,57,48,43,40,4,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,1,44,"woman","White","GED","$60,001-$80,000",4,2,1,0,0,0,1,NA
"JU013it",51,1,5,5,3,1,1,3.125,4.4,3,2,3,3,4,3,3,3,3,3,5,4,5,3,5,1,1,1,58,76,20,46,20,1,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,22,NA,"Asian","4yearColl","$0-$20,000",1,4,0,NA,0,1,0,NA
"SG569yq",32,2,3,4,5,3,1,5.25,3.2,6,2,5,5,5,5,6,5,6,5,3,4,3,2,4,2,2,2,75,100,30,50,38,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,27,"woman","White","4yearColl","$80,001-$100,000",5,4,1,0,0,1,0,NA
"PD633mq",19,1.5,2,2,6,1,2,6,3.8,8,3,6,6,6,6,6,6,6,6,5,5,3,3,3,3,2,3,80,85,50,90,60,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,62,"man","White","4yearColl","$60,001-$80,000",4,4,1,1,0,1,0,NA
"EE388ao",39,1.5,6,5,2,1,2,6.375,2,3,2,7,3,7,7,6,7,7,7,1,4,2,2,1,1,1,1,40,80,38,34,30,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,68,"man","White","4yearColl","$20,001-$40,000",2,4,1,1,0,1,0,NA
"AM861op",41,2.5,3,4,5,1,4,4.375,1.8,3,4,5,4,5,4,4,4,4,5,2,2,2,1,2,1,1,1,18,9,42,23,20,3,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,38,"woman","White","GED","$100,001-$120,000",6,2,1,0,0,1,0,NA
"RH266ol",37,4,3,4,5,3,5,4.5,4.8,6,3,5,4,5,4,4,4,5,5,6,5,5,3,5,2,2,2,64,71,45,76,51,4,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,1,41,"woman","White","2yearColl","$160,001-$180,000",9,3,1,0,0,0,1,NA
"FA867py",5,5.5,2,3,6,6,5,5.5,1.2,3,2,6,6,6,6,5,4,5,6,1,1,1,2,1,1,1,1,64,68,49,63,45,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,72,"woman","White","GED","$40,001-$60,000",3,2,1,0,0,0,1,NA
"YZ547zp",30,4.5,2,4,6,3,6,5.25,2.2,4,3,5,5,5,5,5,5,6,6,2,3,2,2,2,1,2,1,55,70,41,57,15,4,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,45,"man","White","4yearColl","$80,001-$100,000",5,4,1,1,1,0,0,NA
"UL765dn",33,5,2,3,6,3,7,6.25,2.2,5,4,6,6,7,7,7,6,5,6,2,2,3,3,1,1,2,2,66,85,70,80,49,5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,42,"man","Native Hawaiian or Other Pacific Islander","GED","$40,001-$60,000",3,2,0,1,1,0,0,"No comments"
"CX641iw",40,1.5,3,5,5,2,1,6,2.2,6,5,6,6,6,6,6,6,6,6,2,2,2,3,2,2,2,2,4,90,5,60,11,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,38,"man","Black or African American","4yearColl","$40,001-$60,000",3,4,0,1,0,0,1,NA
"PM020ar",75,1,6,4,2,1,1,4.25,6.2,7,3,5,4,5,4,4,4,4,4,6,7,6,6,6,2,2,3,50,80,29,55,43,1,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,40,"woman","White","4yearColl","$40,001-$60,000",3,4,1,0,0,0,1,NA
"DI752fl",9,2,2,7,6,2,2,4.625,2,3,1,5,4,6,4,4,4,5,5,2,2,2,2,2,1,1,1,90,80,30,70,40,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,32,"man","multiracial","MA","$180,001-$200,000",10,5,0,1,0,1,0,NA
"ZT408ux",51,6.5,1,4,7,6,7,5.125,1.8,3,3,6,5,5,5,5,4,5,6,2,2,2,2,1,1,1,1,0,0,0,0,0,7,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,72,"woman","White","GED","$20,001-$40,000",2,2,1,0,1,0,0,"no comment"
"NJ171jr",39,1,7,4,1,1,1,6.75,1.8,3,3,7,7,7,7,5,7,7,7,1,1,1,1,5,1,1,1,75,100,45,80,45,2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,35,"man","White","GED","$60,001-$80,000",4,2,1,1,0,1,0,NA
"GL646jc",70,6.5,4,5,4,6,7,6,5.4,8,2.5,6,6,6,6,6,5,6,7,6,6,5,5,5,3,2,3,90,90,70,95,88,6,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,23,"woman","White","4yearColl","$80,001-$100,000",5,4,1,0,1,0,0,"I do not have any additional comments."
"OM266mc",65,2,4,1,4,3,1,6.25,5.8,6,5,6,7,7,7,4,5,7,7,6,7,5,4,7,2,1,3,10,100,30,80,45,4,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,26,"woman","Black or African American","GED",NA,NA,2,0,0,0,0,1,NA
"OA505nw",9,1,1,1,7,1,1,7,1,3,5,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,18,91,24,28,37,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,25,"man","Black or African American","4yearColl","$80,001-$100,000",5,4,0,1,0,1,0,NA
"TZ033kn",8,5,5,3,3,4,6,4.25,3.6,5,5,4,4,4,5,4,4,4,5,4,3,3,4,4,2,1,2,40,78,59,50,55,5,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,38,"man","White","GED","$0-$20,000",1,2,1,1,0,0,1,"Thank you for the opportunity to participate in your study."
"TA798ne",0,3.5,4,5,4,5,2,6.875,1.2,3,3,7,7,7,7,7,6,7,7,2,1,1,1,1,1,1,1,64,67,41,68,45,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,28,"man","Black or African American","4yearColl","$80,001-$100,000",5,4,0,1,0,1,0,NA
"BO054gd",40,2,3,3,5,2,2,4.75,3.6,4,3.5,5,3,6,5,4,5,5,5,3,3,3,5,4,1,1,2,40,64,40,71,39,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,41,"man","multiracial","GED","$100,001-$120,000",6,2,0,1,0,1,0,"None."
"OE683ru",72,5.5,3,4,5,6,5,4.25,4.2,5,3.5,3,6,3,5,6,5,4,2,4,5,5,2,5,2,2,1,0,3,0,0,0,2,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,29,"woman","White","MA","$20,001-$40,000",2,5,1,0,1,0,0,NA
"DN491fz",0,6.5,5,1,3,7,6,5,1.4,3,3,5,5,5,5,5,5,5,5,2,1,1,2,1,1,1,1,58,64,55,60,50,5,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican",1,1,1,60,"man","White","GED","$60,001-$80,000",4,2,1,1,0,0,1,NA
"NC959lk",39,5.5,5,3,3,5,6,4.25,4,6,5,4,5,4,4,5,4,4,4,4,4,4,4,4,2,2,2,20,95,21,74,52,6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,54,"man","Black or African American","4yearColl","$0-$20,000",1,4,0,1,1,0,0,NA
"RL180ws",68,5.5,3,6,5,5,6,4.25,3.2,3,2.5,3,6,3,6,5,5,3,3,2,3,3,5,3,1,1,1,61,61,57,82,57,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,31,"woman","White","2yearColl","$20,001-$40,000",2,3,1,0,0,1,0,NA
"UZ354vo",66,3,5,3,3,3,3,6,5.8,9,2,6,6,6,6,6,6,6,6,6,6,6,5,6,3,3,3,58,65,40,50,50,4,"No preference",NA,NA,"Neither","Independent | Neither",1,1,1,37,"man","White","4yearColl","$100,001-$120,000",6,4,1,1,0,0,0,NA
"OO398bx",22,2.5,1,7,7,4,1,4.375,3.4,5,3,6,4,5,2,4,4,4,6,3,3,4,3,4,1,2,2,49,83,7,61,9,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,55,"woman","White","2yearColl","$80,001-$100,000",5,3,1,0,0,1,0,NA
"XC508ar",61,2,3,4,5,2,2,4.125,2,4,3,4,4,5,4,4,4,5,3,2,2,2,2,2,1,2,1,59,92,58,71,52,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,25,"woman","Hispanic, Latino, or Spanish origin","4yearColl","$80,001-$100,000",5,4,0,0,0,1,0,NA
"FE573ts",19,3,3,6,5,3,3,6.25,1.2,3,3,7,6,6,6,5,7,7,6,1,1,1,1,2,1,1,1,91,99,83,93,83,2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,63,"woman","White","PHD","$40,001-$60,000",3,6,1,0,0,1,0,NA
"NP112xj",59,4.5,4,2,4,4,5,5.625,4.4,6,3,6,5,6,6,6,5,6,5,5,5,4,3,5,2,2,2,50,50,50,50,50,5,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,29,"man","White","GED","$120,001-$140,000",7,2,1,1,1,0,0,NA
"SQ755zd",10,3,4,6,4,1,5,6.375,1.2,6,3,7,5,7,6,6,6,7,7,2,1,1,1,1,2,2,2,60,90,26,85,41,3,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,57,"woman","White","4yearColl","$80,001-$100,000",5,4,1,0,0,1,0,"thank you"
"MR693az",66,6,4,2,4,6,6,5,5,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,67,81,31,89,40,6,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,45,"man","White","4yearColl","$140,001-$160,000",8,4,1,1,0,0,1,NA
"FA237mv",80,1.5,5,3,3,2,1,4.75,5.6,8,5,5,4,5,5,4,5,5,5,6,6,6,4,6,3,2,3,30,55,35,50,35,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,38,"man","White","GED","$20,001-$40,000",2,2,1,1,0,1,0,NA
"OV256yx",41,3.5,4,5,4,4,3,5.375,5.2,6,5,6,5,5,5,5,5,6,6,6,6,5,4,5,2,2,2,29,85,32,38,36,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,47,"woman","Black or African American","4yearColl","$40,001-$60,000",3,4,0,0,0,1,0,NA
"EJ858mr",40,1,4,6,4,1,1,4.125,5.2,6,5,4,4,4,4,4,5,4,4,5,6,5,4,6,2,2,2,55,76,74,77,71,2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,24,"man","Asian","GED","$60,001-$80,000",4,2,0,1,0,1,0,NA
"EX128kr",37,2.5,4,4,4,2,3,6.5,3.2,3,5,6,6,6,7,7,7,7,6,3,5,2,3,3,1,1,1,17,73,73,73,66,3,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,54,"woman","White","GED","$20,001-$40,000",2,2,1,0,0,1,0,NA
"BN882nq",61,1,6,6,2,1,1,5,4,4,3,6,1,7,6,2,5,7,6,4,4,5,2,5,1,1,2,70,99,63,84,53,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,64,"woman","Black or African American","MA","$160,001-$180,000",9,5,0,0,0,1,0,NA
"VU251fm",29,2.5,2,4,6,3,2,4,3.6,6,2,4,3,5,4,3,5,4,4,4,5,3,2,4,2,2,2,58,88,52,55,44,4,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,1,1,56,"woman","White","GED","$60,001-$80,000",4,2,1,0,0,0,1,NA
"KZ479wd",19,2,5,3,3,3,1,4.375,2.4,3,1,4,3,5,5,3,4,5,6,3,2,2,3,2,1,1,1,81,75,25,63,33,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,32,"woman","White","4yearColl","Over $200,000",11,4,1,0,0,1,0,NA
"AB945bw",70,3.5,3,5,5,4,3,6,4.2,3,4,6,6,6,6,6,6,6,6,5,5,4,4,3,1,1,1,40,80,40,50,40,4,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,28,"man","Asian","4yearColl","$60,001-$80,000",4,4,0,1,0,1,0,NA
"PK130cr",40,5.5,5,2,3,5,6,5.75,2.6,6,3,5,6,6,6,5,6,6,6,3,3,2,2,3,2,2,2,50,80,41,65,32,6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,64,"woman","White","GED","$80,001-$100,000",5,2,1,0,1,0,0,NA
"HN826cw",67,4,2,4,6,2,6,4.875,2.8,4,3,5,5,5,6,5,5,4,4,2,4,3,2,3,1,1,2,65,78,45,76,39,5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,48,"man","White","4yearColl","$80,001-$100,000",5,4,1,1,1,0,0,NA
"CJ672un",75,1,4,5,4,1,1,7,5.8,6,2,7,7,7,7,7,7,7,7,7,6,6,3,7,2,2,2,60,100,25,40,15,1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,31,"man","White","GED","$0-$20,000",1,2,1,1,0,1,0,NA
"PQ399hu",85,1,2,5,6,1,1,4.75,5,6,2,5,3,6,6,5,3,5,5,5,6,5,3,6,2,2,2,45,80,33,38,30,1,"No preference",NA,NA,"Neither","Independent | Neither",1,1,1,24,NA,"White","4yearColl","$40,001-$60,000",3,4,1,NA,0,0,0,NA
"FS025in",74,4,5,2,3,4,4,4.5,3.8,4,5,5,3,5,5,5,3,5,5,3,5,5,3,3,2,1,1,46,56,50,65,48,5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,47,"woman","White","GED","$20,001-$40,000",2,2,1,0,1,0,0,NA
"RG160lx",13,1,6,4,2,1,1,5.25,3.8,4,1,6,5,6,5,5,4,5,6,5,3,4,3,4,1,1,2,80,78,34,71,28,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,33,"man","Asian","PHD","Over $200,000",11,6,0,1,0,1,0,NA
"MC489as",70,1,5,2,3,1,1,3.125,5.4,9,2,3,1,4,4,2,4,4,3,5,4,6,6,6,3,3,3,50,90,3,21,3,2,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,43,"woman","White","GED","$80,001-$100,000",5,2,1,0,0,0,1,"no"
"ZB237gn",60,3.5,3,5,5,3,4,4.625,4.2,6,1,5,5,5,5,5,4,5,3,3,5,5,3,5,2,2,2,71,69,32,65,65,5,"Independent",NA,NA,"Neither","Independent | Neither",1,1,1,42,"man","White","PHD","$100,001-$120,000",6,6,1,1,0,0,1,NA
"LN271lj",36,1.5,6,4,2,1,2,6.5,2.4,7,3,6,7,7,7,6,6,7,6,2,1,2,2,5,3,2,2,58,98,40,77,36,2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,38,"woman","Black or African American","4yearColl","$80,001-$100,000",5,4,0,0,0,1,0,NA
"TS410vi",40,6.5,3,4,5,7,6,6,4.6,6,3,6,6,6,6,6,6,6,6,5,4,5,4,5,2,2,2,50,60,40,67,45,6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,1,1,40,"man","White","GED","$80,001-$100,000",5,2,1,1,1,0,0,NA
"WJ754ad",60,2,6,4,2,3,1,3.5,4,6,2.5,4,3,4,3,3,5,3,3,5,4,5,2,4,2,2,2,50,65,45,50,45,2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,1,1,70,"woman","White","2yearColl","$40,001-$60,000",3,3,1,0,0,1,0,NA
"KX436ee",8,3,5,3,3,3,3,5.125,2,3,2,5,5,5,5,6,5,5,5,2,1,3,2,2,1,1,1,78,80,75,77,74,2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,1,1,29,"man","White","PHD","$20,001-$40,000",2,6,1,1,0,1,0,NA
"WS092gf",65,7,2,1,6,7,7,3,4.8,6,5,3,3,3,3,3,3,3,3,6,4,5,3,6,2,2,2,30,71,50,70,50,7,"Republican",NA,"Strong",NA,"Republican | Strong",1,1,1,51,"man","White","GED","$40,001-$60,000",3,2,1,1,1,0,0,NA
