"PID","STATE","COUNTY","CAND_1","CAND_2","RACETYPE","PLACENAME","lebe_cont","vote_sweep","vote_sweep_all","vote_other","vote_inc_all","vote_t2","vote_sweep_t2","vote_sweep_all_t2","vote_other_t2","vote_inc_all_t2","cand1_change","cand2_change","cand1_rightwing","cand2_rightwing","cand1_cult","cand2_cult","cand1_econ","cand2_econ","vote_turnout","vote_who","ideo","party_gen","party_dem","party_rep","party_ind","party_followup","party_id","is_elg","age","gender","race","edu","income","income_num","edu_num","white_bin","man_bin","rep_bin","dem_bin","ind_bin","feedback"
"UA033sv","New Jersey","Hudson","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",80,0,0,0,1,NA,NA,NA,NA,NA,3,5,6,3.5,6,3,6,4,"Not sure","Mikie Sherill",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong","Dem",1,39,"man","multiracial","4yearColl","$20,001-$40,000",2,4,0,1,0,1,0,NA
"UA460ii","New Jersey","Morris","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",19,1,1,0,0,NA,NA,NA,NA,NA,5,3,6.5,1.5,7,1,6,2,"Yes","Jack Ciattarelli",6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong","Rep",1,56,"woman","White","4yearColl","$60,001-$80,000",4,4,1,0,1,0,0,NA
"UA503vj","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",0,NA,0,1,0,"No Vote",NA,0,1,0,7,4,1,3.5,1,4,1,3,"No",NA,4,"Independent",NA,NA,"Neither","Independent | Neither","Ind",1,33,"woman","multiracial","4yearColl","$0-$20,000",1,4,0,0,0,0,1,NA
"UC357lh","New Jersey","Mercer","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",0,0,0,0,1,"Mikie Sherill",0,0,0,1,6,4,7,1.5,7,2,7,1,"Yes","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,50,"woman","White","2yearColl","Over $200,000",11,3,1,0,0,1,0,NA
"UD677gt","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",80,NA,0,1,0,"Zohran Mamdani",1,1,0,0,4,4,4,4,4,4,4,4,"No",NA,4,"Independent",NA,NA,"Neither","Independent | Neither","Ind",1,31,"man","Black or African American","GED","$40,001-$60,000",3,2,0,1,0,0,1,"N/a"
"UD814sw","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",0,NA,0,1,0,"Andrew Cuomo",0,0,0,1,7,7,1,4.5,1,4,1,5,"Yes","Curtis Sliwa",4,"Republican",NA,"Not very strong",NA,"Republican | Not very strong","Rep",1,29,"woman",NA,"4yearColl","Over $200,000",11,4,NA,0,1,0,0,NA
"UD958rn","New Jersey","Bergen","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",14,1,1,0,0,"Jack Ciattarelli",1,1,0,0,5,2,6,1.5,6,1,6,2,"Yes","Jack Ciattarelli",6,"Republican",NA,"Strong",NA,"Republican | Strong","Rep",1,39,"woman","Black or African American","4yearColl","$40,001-$60,000",3,4,0,0,1,0,0,NA
"UE322bz","New Jersey","Gloucester","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",40,NA,0,1,0,NA,NA,0,1,0,4,5,3.5,4.5,4,4,3,5,"No",NA,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong","Dem",1,32,"man","Asian","4yearColl","$20,001-$40,000",2,4,0,1,0,1,0,NA
"UE766qa","Washington","King","Bruce Harrell","Katie Wilson","Mayoral","Seattle",40,NA,0,1,0,NA,NA,0,1,0,4,5,4.5,4,5,3,4,5,"No","I would not vote.",4,"Independent",NA,NA,"Neither","Independent | Neither","Ind",1,39,"man","White","2yearColl","$40,001-$60,000",3,3,1,1,0,0,1,NA
"UF439lc","New York","Richmond","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",100,NA,0,1,0,NA,NA,NA,NA,NA,1,7,3.5,5.5,3,7,4,4,"Not sure","Curtis Sliwa",5,"Independent",NA,NA,"Neither","Independent | Neither","Ind",1,31,"woman","multiracial","GED","$0-$20,000",1,2,0,0,0,0,1,NA
"UJ092wh","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",53,1,1,0,0,NA,NA,NA,NA,NA,5,2,2,5,2,5,2,5,"Yes","Zohran Mamdani",2,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,26,"woman","Black or African American","4yearColl","$100,001-$120,000",6,4,0,0,0,1,0,NA
"UJ141og","New Jersey","Bergen","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",63,0,0,0,1,NA,NA,NA,NA,NA,5,3,6.5,1.5,7,2,6,1,"Yes","Mikie Sherill",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong","Dem",1,32,"woman","White","4yearColl","$160,001-$180,000",9,4,1,0,0,1,0,NA
"UK158gr","New Jersey","Camden","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",20,0,0,0,1,"Mikie Sherill",0,0,0,1,6,4,6,2,6,2,6,2,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,43,"woman","White","PHD","$100,001-$120,000",6,6,1,0,0,1,0,NA
"UK244ee","New York","Richmond","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",37,0,0,0,1,NA,NA,NA,NA,NA,5,3,3,4.5,5,5,1,4,"Yes","Andrew Cuomo",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong","Rep",1,25,"woman","White","4yearColl","$120,001-$140,000",7,4,1,0,1,0,0,NA
"UL319pv","New Jersey","Gloucester","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",0,0,0,0,1,NA,NA,NA,NA,NA,6,4,6,1.5,7,1,5,2,"Yes","Mikie Sherill",3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong","Dem",1,25,"woman","Black or African American","GED","$80,001-$100,000",5,2,0,0,0,1,0,NA
"UL472ta","Minnesota","Hennepin","Jacob Frey","Omar Fateh","Mayoral","Minneapolis",31,0,0,0,1,"Jazz Hampton",NA,0,1,0,1,6,3,1.5,2,2,4,1,"Yes","Jacob Frey",2,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,23,"man","White","4yearColl","$80,001-$100,000",5,4,1,1,0,1,0,NA
"UL619hx","Washington","King","Bruce Harrell","Katie Wilson","Mayoral","Seattle",47,1,1,0,0,NA,NA,NA,NA,NA,2,3,6,1.5,7,1,5,2,"Yes","Katie Wilson",2,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,43,"woman","White","4yearColl","Over $200,000",11,4,1,0,0,1,0,NA
"UM025ug","Minnesota","Hennepin","Jacob Frey","Omar Fateh","Mayoral","Minneapolis",100,0,0,0,1,"Jacob Frey",0,0,0,1,4,5,3.5,3,3,2,4,4,"Yes","Jacob Frey",1,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,38,"woman","White","2yearColl","$20,001-$40,000",2,3,1,0,0,1,0,NA
"UN128fx","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",24,0,0,0,1,"Andrew Cuomo",0,0,0,1,5,4,4,5.5,4,5,4,6,"Not sure","Andrew Cuomo",4,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican","Rep",1,60,"man","Black or African American","4yearColl","$40,001-$60,000",3,4,0,1,0,0,1,NA
"UO172lx","New Jersey","Bergen","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",10,NA,0,1,0,"Mikie Sherill",0,0,0,1,1,6,6.5,1.5,6,1,7,2,"Yes",NA,2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong","Dem",1,57,"woman","White","PHD","Over $200,000",11,6,1,0,0,1,0,NA
"UP155xb","New Jersey","Union","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",58,0,0,0,1,"Mikie Sherill",0,0,0,1,4,4,4.5,4.5,6,4,3,5,"Yes","Mikie Sherill",3,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,48,"woman","White","MA","$80,001-$100,000",5,5,1,0,0,1,0,NA
"UT345jp","New Jersey","Ocean","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",15,1,1,0,0,"Jack Ciattarelli",1,1,0,0,7,1,6,1,6,1,6,1,"Yes","Jack Ciattarelli",6,"Independent",NA,NA,"Closer to Republican","Independent | Closer to Republican","Rep",1,29,"man","multiracial","MA","$40,001-$60,000",3,5,0,1,0,0,1,NA
"UU199ye","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",23,1,1,0,0,NA,NA,NA,NA,NA,3,1,1.5,5,1,4,2,6,"Yes","Zohran Mamdani",1,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,23,"woman","White","4yearColl","$40,001-$60,000",3,4,1,0,0,1,0,NA
"UU726fo","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",39,1,1,0,0,"No Vote",NA,0,1,0,7,3,1.5,5,1,5,2,5,"No","Zohran Mamdani",2,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,24,"woman","White","4yearColl","Over $200,000",11,4,1,0,0,1,0,NA
"UW645mh","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",75,1,1,0,0,"Zohran Mamdani",1,1,0,0,5,3,3,3.5,4,2,2,5,"Yes","Zohran Mamdani",3,"Independent",NA,NA,"Neither","Independent | Neither","Ind",1,37,"man","Hispanic, Latino, or Spanish origin","4yearColl","$60,001-$80,000",4,4,0,1,0,0,1,"none"
"UX267tm","Washington","King","Bruce Harrell","Katie Wilson","Mayoral","Seattle",60,1,1,0,0,NA,NA,NA,NA,NA,1,6,6,2.5,5,3,7,2,"Yes","Katie Wilson",1,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,30,"man","White","GED","$80,001-$100,000",5,2,1,1,0,1,0,"None at all, thank you! :)"
"UZ019lc","New Jersey","Middlesex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",86,0,0,0,1,"Mikie Sherill",0,0,0,1,5,3,4,3,7,1,1,5,"Yes","Mikie Sherill",1,"Other party",NA,NA,"Closer to Democratic","Independent | Closer to Democratic","Dem",1,30,"woman","Hispanic, Latino, or Spanish origin","GED","$40,001-$60,000",3,2,0,0,0,0,0,NA
"UZ113kw","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",70,1,1,0,0,"Zohran Mamdani",1,1,0,0,4,1,1,5,1,5,1,5,"Yes","Zohran Mamdani",2,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,36,"man","Asian","4yearColl","$60,001-$80,000",4,4,0,1,0,1,0,NA
"UZ950jz","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",55,NA,0,1,0,"Curtis Sliwa",NA,0,1,0,6,3,2,5.5,2,5,2,6,"Yes","Curtis Sliwa",4,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic","Dem",1,49,"man","Black or African American","2yearColl","$0-$20,000",1,3,0,1,0,0,1,"None"
"VG601ud","New Jersey","Sussex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",55,0,0,0,1,"Mikie Sherill",0,0,0,1,7,2,7,2.5,7,2,7,3,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,46,"man","White","4yearColl","$120,001-$140,000",7,4,1,1,0,1,0,NA
"VI941pa","New Jersey","Somerset","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",65,1,1,0,0,"Jack Ciattarelli",1,1,0,0,3,6,5,2,5,2,5,2,"Yes","Jack Ciattarelli",6,"Republican",NA,"Strong",NA,"Republican | Strong","Rep",1,40,"woman","White","MA","$100,001-$120,000",6,5,1,0,1,0,0,NA
"VJ468wn","Minnesota","Hennepin","Jacob Frey","Omar Fateh","Mayoral","Minneapolis",80,NA,0,1,0,NA,NA,NA,NA,NA,3,5,5,3,5,3,5,3,"Not sure",NA,5,"No preference",NA,NA,"Neither","Independent | Neither","Ind",1,26,"man","Black or African American","4yearColl","$60,001-$80,000",4,4,0,1,0,0,0,NA
"VL031iw","New Jersey","Bergen","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",67,0,0,0,1,"Mikie Sherill",0,0,0,1,6,2,6.5,2.5,6,2,7,3,"Yes","Mikie Sherill",4,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic","Dem",1,35,"man","White","4yearColl","$60,001-$80,000",4,4,1,1,0,0,1,NA
"VL512ui","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",39,NA,0,1,0,"No Vote",NA,0,1,0,4,2,4,3.5,3,5,5,2,"No",NA,4,"No preference",NA,NA,"Neither","Independent | Neither","Ind",1,36,"man","White","GED","$80,001-$100,000",5,2,1,1,0,0,0,NA
"VO417sg","New Jersey","Burlington","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",70,0,0,0,1,"Mikie Sherill",0,0,0,1,6,3,7,3,7,3,7,3,"Yes","Mikie Sherill",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong","Dem",1,70,"woman","White","2yearColl","$40,001-$60,000",3,3,1,0,0,1,0,NA
"VR257oj","Washington","Pierce","Bruce Harrell","Katie Wilson","Mayoral","Seattle",11,NA,0,1,0,"Bruce Harrell",0,0,0,1,5,4,4,3.5,4,4,4,3,"Not sure",NA,4,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic","Dem",1,36,"man","Black or African American","4yearColl","$60,001-$80,000",4,4,0,1,0,0,1,NA
"VR296ax","New York","Queens","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",18,0,0,0,1,NA,NA,NA,NA,NA,7,2,2,3,3,1,1,5,"Yes","Andrew Cuomo",7,"Republican",NA,"Strong",NA,"Republican | Strong","Rep",1,23,"woman","White","MA","$180,001-$200,000",10,5,1,0,1,0,0,NA
"VR867rn","New Jersey","Warren","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",19,0,0,0,1,"Mikie Sherill",0,0,0,1,7,3,4,5,7,3,1,7,"Yes","Mikie Sherill",3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong","Dem",1,33,"woman","White","4yearColl","$40,001-$60,000",3,4,1,0,0,1,0,NA
"VS376ev","New Jersey","Hudson","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",100,NA,0,1,0,NA,NA,NA,NA,NA,4,4,3.5,3.5,3,4,4,3,"Yes",NA,1,"Other party",NA,NA,"Closer to Democratic","Independent | Closer to Democratic","Dem",1,22,"man","White","2yearColl","$20,001-$40,000",2,3,1,1,0,0,0,NA
"VS389vp","New Jersey","Mercer","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",0,0,0,0,1,"Mikie Sherill",0,0,0,1,6,3,7,1,7,1,7,1,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,43,"man","White","4yearColl","Over $200,000",11,4,1,1,0,1,0,NA
"VT896go","New Jersey","Ocean","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",31,1,1,0,0,"Jack Ciattarelli",1,1,0,0,6,3,7,4.5,7,2,7,7,"Yes","Jack Ciattarelli",6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong","Rep",1,21,"man","multiracial","GED","$60,001-$80,000",4,2,0,1,1,0,0,NA
"VV521iv","New Jersey","Cumberland","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",50,NA,0,1,0,NA,NA,NA,NA,NA,5,3,4,4,5,3,3,5,"No",NA,4,"Independent",NA,NA,"Neither","Independent | Neither","Ind",1,33,"woman","White","MA","$180,001-$200,000",10,5,1,0,0,0,1,NA
"VW091tw","Minnesota","Hennepin","Jacob Frey","Omar Fateh","Mayoral","Minneapolis",7,NA,0,1,0,NA,NA,0,1,0,4,4,4.5,4,2,2,7,6,"Yes",NA,5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong","Rep",1,29,"woman","White","4yearColl",NA,NA,4,1,0,1,0,0,NA
"VW399al","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",65,1,1,0,0,NA,NA,NA,NA,NA,5,4,3,4,4,4,2,4,"Yes","Zohran Mamdani",3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong","Dem",1,35,"man","White","4yearColl","$20,001-$40,000",2,4,1,1,0,1,0,NA
"VW756wq","Minnesota","Hennepin","Jacob Frey","Omar Fateh","Mayoral","Minneapolis",82,NA,0,1,0,"DeWayne Davis",NA,0,1,0,1,6,4,1.5,3,1,5,2,"Yes","DeWayne Davis",1,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,43,"woman","White","4yearColl","$40,001-$60,000",3,4,1,0,0,1,0,NA
"VY505cl","New Jersey","Hudson","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",40,0,0,0,1,"Mikie Sherill",0,0,0,1,4,4,5,3.5,6,3,4,4,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,21,"man","Hispanic, Latino, or Spanish origin","GED","$40,001-$60,000",3,2,0,1,0,1,0,NA
"WB088sg","Washington","King","Bruce Harrell","Katie Wilson","Mayoral","Seattle",20,0,0,0,1,"Katie Wilson",1,1,0,0,5,3,4.5,4,6,2,3,6,"Yes","Bruce Harrell",2,"Independent",NA,NA,"Neither","Independent | Neither","Ind",1,44,"man","multiracial","MA","$0-$20,000",1,5,0,1,0,0,1,NA
"WB411lt","New Jersey","Camden","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",70,1,1,0,0,"Jack Ciattarelli",1,1,0,0,7,1,7,1,7,1,7,1,"No","Jack Ciattarelli",6,"Republican",NA,"Strong",NA,"Republican | Strong","Rep",1,40,"woman","White","GED","$140,001-$160,000",8,2,1,0,1,0,0,NA
"WD754jk","New Jersey","Ocean","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",60,1,1,0,0,"Jack Ciattarelli",1,1,0,0,6,2,5,1.5,5,2,5,1,"Yes","Jack Ciattarelli",6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong","Rep",1,42,"woman","White","MA","$100,001-$120,000",6,5,1,0,1,0,0,NA
"WE401ji","New Jersey","Ocean","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",50,1,1,0,0,"Jack Ciattarelli",1,1,0,0,4,4,6,1,6,1,6,1,"Yes","Jack Ciattarelli",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong","Rep",1,29,"woman","White","GED","$60,001-$80,000",4,2,1,0,1,0,0,NA
"WE625gl","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",50,0,0,0,1,"No Vote",NA,0,1,0,4,5,4,4,4,4,4,4,"Not sure","Andrew Cuomo",4,"No preference",NA,NA,"Neither","Independent | Neither","Ind",1,27,"man","Asian","2yearColl","$40,001-$60,000",3,3,0,1,0,0,0,NA
"WF303cq","New Jersey","Middlesex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",45,0,0,0,1,"Mikie Sherill",0,0,0,1,5,4,4.5,3.5,5,3,4,4,"Yes","Mikie Sherill",3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong","Dem",1,46,"man","Asian","4yearColl","$60,001-$80,000",4,4,0,1,0,1,0,NA
"WF305ds","New Jersey","Hudson","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",40,0,0,0,1,NA,NA,NA,NA,NA,4,5,5.5,2.5,6,2,5,3,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,40,"woman","Hispanic, Latino, or Spanish origin","4yearColl","$80,001-$100,000",5,4,0,0,0,1,0,NA
"WH514vw","New Jersey","Essex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",0,0,0,0,1,"Mikie Sherill",0,0,0,1,7,4,5,5,7,3,3,7,"Yes","Mikie Sherill",4,"Independent",NA,NA,"Neither","Independent | Neither","Ind",1,73,"man","Black or African American","GED","$140,001-$160,000",8,2,0,1,0,0,1,NA
"WL537sa","Washington","King","Bruce Harrell","Katie Wilson","Mayoral","Seattle",41,1,1,0,0,NA,NA,0,1,0,6,3,1,6.5,1,7,1,6,"No","Katie Wilson",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong","Rep",1,54,"man","White","GED","$0-$20,000",1,2,1,1,1,0,0,NA
"WM995qh","Minnesota","Hennepin","Jacob Frey","Omar Fateh","Mayoral","Minneapolis",90,NA,0,1,0,"Omar Fateh",1,1,0,0,1,6,6.5,1.5,6,1,7,2,"Yes",NA,1,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong","Dem",1,38,"man","Asian","4yearColl","$40,001-$60,000",3,4,0,1,0,1,0,NA
"WO088bm","New Jersey","Sussex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",77,0,0,0,1,"Mikie Sherill",0,0,0,1,7,5,7,2.5,7,3,7,2,"Yes","Mikie Sherill",1,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic","Dem",1,45,"woman","multiracial","GED","$0-$20,000",1,2,0,0,0,0,1,NA
"WQ299vq","Washington","King","Bruce Harrell","Katie Wilson","Mayoral","Seattle",40,1,1,0,0,NA,NA,NA,NA,NA,1,4,3.5,2,3,2,4,2,"Yes","Katie Wilson",1,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,25,"woman","White","4yearColl","$40,001-$60,000",3,4,1,0,0,1,0,NA
"WS773ny","New Jersey","Monmouth","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",46,0,0,0,1,NA,NA,NA,NA,NA,7,3,5.5,2.5,7,1,4,4,"Yes","Mikie Sherill",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong","Rep",1,60,"woman","White","4yearColl","Over $200,000",11,4,1,0,1,0,0,NA
"WT858vf","New Jersey","Hudson","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",83,0,0,0,1,"Mikie Sherill",0,0,0,1,2,5,5,3,7,2,3,4,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,37,"woman","White","4yearColl","$100,001-$120,000",6,4,1,0,0,1,0,NA
"WU392mq","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",29,1,1,0,0,"Zohran Mamdani",1,1,0,0,4,4,3,4,1,5,5,3,"Yes","Zohran Mamdani",1,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,27,"woman","White","PHD","Over $200,000",11,6,1,0,0,1,0,NA
"WW726jb","New Jersey","Hunterdon","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",40,1,1,0,0,"Jack Ciattarelli",1,1,0,0,5,1,5.5,2,6,1,5,3,"Yes","Jack Ciattarelli",6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong","Rep",1,49,"man","White","GED","$80,001-$100,000",5,2,1,1,1,0,0,"Not a robot."
"WX707gp","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",65,1,1,0,0,"No Vote",NA,0,1,0,5,3,1,5,1,4,1,6,"No","Zohran Mamdani",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong","Dem",1,24,"woman","White","GED","$20,001-$40,000",2,2,1,0,0,1,0,NA
"WX753px","New Jersey","Camden","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",60,0,0,0,1,NA,NA,NA,NA,NA,7,3,6.5,1.5,7,1,6,2,"Yes","Mikie Sherill",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong","Dem",1,41,"man","White","MA","Over $200,000",11,5,1,1,0,1,0,NA
"XA505yz","New Jersey","Ocean","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",100,0,0,0,1,"Mikie Sherill",0,0,0,1,6,4,7,4.5,7,4,7,5,"Yes","Mikie Sherill",1,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic","Dem",1,29,"man","White","4yearColl","$0-$20,000",1,4,1,1,0,0,1,NA
"XA708cx","New Jersey","Gloucester","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",100,0,0,0,1,NA,NA,NA,NA,NA,1,7,4,4,7,1,1,7,"Yes","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,63,"woman","Black or African American","MA","$80,001-$100,000",5,5,0,0,0,1,0,NA
"XC776br","New Jersey","Burlington","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",22,NA,0,1,0,"Mikie Sherill",0,0,0,1,6,3,7,3,7,2,7,4,"Yes",NA,3,"No preference",NA,NA,"Closer to Democratic","Independent | Closer to Democratic","Dem",1,19,NA,"White",NA,"$100,001-$120,000",6,NA,1,NA,0,0,0,NA
"XC798ke","New Jersey","Bergen","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",45,0,0,0,1,NA,NA,NA,NA,NA,6,4,7,2,7,2,7,2,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong","Dem",1,46,"woman","White","GED","$20,001-$40,000",2,2,1,0,0,1,0,NA
"XD222bz","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",30,NA,0,1,0,NA,NA,NA,NA,NA,1,3,1,3,1,3,1,3,"Yes",NA,6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong","Rep",1,25,"woman","White","4yearColl","Over $200,000",11,4,1,0,1,0,0,NA
"XD565hk","New Jersey","Burlington","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",10,NA,0,1,0,NA,NA,0,1,0,4,4,4,4,4,4,4,4,"No",NA,4,"Independent",NA,NA,"Neither","Independent | Neither","Ind",1,29,"woman","White","4yearColl","$160,001-$180,000",9,4,1,0,0,0,1,NA
"XE186hl","New Jersey","Ocean","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",100,NA,0,1,0,NA,NA,NA,NA,NA,7,1,5.5,2.5,7,1,4,4,"Yes",NA,4,"No preference",NA,NA,"Neither","Independent | Neither","Ind",1,27,"man","White","4yearColl","$80,001-$100,000",5,4,1,1,0,0,0,NA
"XF345fi","Minnesota","Anoka","Jacob Frey","Omar Fateh","Mayoral","Minneapolis",68,0,0,0,1,"Jacob Frey",0,0,0,1,4,6,2.5,1,2,1,3,1,"Yes","Jacob Frey",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong","Dem",1,30,"woman","White","MA","$60,001-$80,000",4,5,1,0,0,1,0,NA
"XF345ze","New Jersey","Ocean","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",43,0,0,0,1,"Mikie Sherill",0,0,0,1,6,4,5.5,3.5,6,3,5,4,"Yes","Mikie Sherill",3,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic","Dem",1,47,"man","White","GED","$40,001-$60,000",3,2,1,1,0,0,1,NA
"XF374ny","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",81,1,1,0,0,"Zohran Mamdani",1,1,0,0,7,1,2.5,7,2,7,3,7,"Yes","Zohran Mamdani",1,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic","Dem",1,31,"woman","Asian","4yearColl","$140,001-$160,000",8,4,0,0,0,0,1,NA
