"PID","STATE","COUNTY","CAND_1","CAND_2","RACETYPE","PLACENAME","lebe_cont","vote_sweep","vote_sweep_all","vote_other","vote_inc_all","cand1_change","cand2_change","cand1_rightwing","cand2_rightwing","cand1_cult","cand2_cult","cand1_econ","cand2_econ","vote_turnout","vote_who","ideo","party_gen","party_dem","party_rep","party_ind","party_followup","is_elg","age","gender","race","edu","income","income_num","edu_num","white_bin","man_bin","rep_bin","dem_bin","ind_bin","feedback"
"AN509qp","New Jersey","Morris","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",19,1,1,0,0,5,3,6.5,1.5,7,1,6,2,"Yes","Jack Ciattarelli",6,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,56,"woman","White","4yearColl","$60,001-$80,000",4,4,1,0,1,0,0,NA
"JN692nc","Washington","King","Bruce Harrell","Katie Wilson","Mayoral","Seattle",10,1,1,0,0,3,5,2.5,1.5,2,1,3,2,"Yes","Katie Wilson",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,21,"woman","White","GED","$160,001-$180,000",9,2,1,0,0,1,0,NA
"EV177ie","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",35,1,1,0,0,6,3,2.5,5,2,5,3,5,"Yes","Zohran Mamdani",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,36,"woman","Black or African American","GED","$20,001-$40,000",2,2,0,0,0,1,0,"I really wish it had been Lander in this last part of the election, sadly it was not meant to be."
"AA286gh","New Jersey","Cumberland","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",28,1,1,0,0,5,1,5,3.5,6,3,4,4,"Yes","Jack Ciattarelli",4,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,45,"woman","White","GED","$20,001-$40,000",2,2,1,0,1,0,0,NA
"LJ568zc","New Jersey","Passaic","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",65,0,0,0,1,5,3,4.5,4,5,4,4,4,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,22,"woman","White","4yearColl","$60,001-$80,000",4,4,1,0,0,1,0,NA
"DZ787bw","New York","Bronx","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",19,1,1,0,0,4,5,1.5,5,1,5,2,5,"Yes","Zohran Mamdani",3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,21,"woman","White","GED","$180,001-$200,000",10,2,1,0,0,1,0,NA
"XT844to","New Jersey","Essex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",40,0,0,0,1,5,3,5,2.5,5,2,5,3,"Yes","Mikie Sherill",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,34,"woman","White","4yearColl","$60,001-$80,000",4,4,1,0,0,1,0,NA
"TT782vk","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",20,1,1,0,0,6,1,1,6.5,1,6,1,7,"Yes","Zohran Mamdani",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,28,"woman","Hispanic, Latino, or Spanish origin","4yearColl","$60,001-$80,000",4,4,0,0,0,1,0,NA
"HS573pn","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",100,1,1,0,0,3,1,3.5,7,3,7,4,7,"Yes","Zohran Mamdani",1,"Independent",NA,NA,"Neither","Independent | Neither",1,42,"man","White","PHD","$100,001-$120,000",6,6,1,1,0,0,1,NA
"KV822my","New York","Bronx","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",100,1,1,0,0,7,3,1,7,1,7,1,7,"Yes","Zohran Mamdani",1,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,22,"man","multiracial","GED","$0-$20,000",1,2,0,1,0,0,1,NA
"LA165jg","New Jersey","Essex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",57,0,0,0,1,6,4,5,3,6,2,4,4,"Yes","Mikie Sherill",3,"No preference",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,20,"woman","Black or African American","GED",NA,NA,2,0,0,0,0,0,NA
"ES990ve","New York","Queens","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",53,NA,0,1,0,5,4,4,3.5,4,4,4,3,"No",NA,4,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,20,"woman","Hispanic, Latino, or Spanish origin","GED",NA,NA,2,0,0,0,1,0,NA
"OX314mr","New Jersey","Mercer","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",25,0,0,0,1,2,3,6,3.5,7,4,5,3,"Yes","Mikie Sherill",2,"Other party",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,29,"woman","Black or African American","MA","$40,001-$60,000",3,5,0,0,0,0,0,NA
"JT184ut","New York","Bronx","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",64,1,1,0,0,5,4,2.5,5,2,5,3,5,"Yes","Zohran Mamdani",3,"Democrat","Strong",NA,NA,"Democrat | Strong",1,20,"woman","Black or African American","GED","$60,001-$80,000",4,2,0,0,0,1,0,NA
"KU965xg","New Jersey","Hudson","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",40,0,0,0,1,4,5,5.5,2.5,6,2,5,3,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,40,"woman","Hispanic, Latino, or Spanish origin","4yearColl","$80,001-$100,000",5,4,0,0,0,1,0,NA
"YD321mu","New York","Bronx","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",40,1,1,0,0,6,2,1.5,4,1,3,2,5,"Yes","Zohran Mamdani",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,56,"man","Hispanic, Latino, or Spanish origin","2yearColl","$20,001-$40,000",2,3,0,1,0,1,0,NA
"QW644ok","New Jersey","Burlington","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",10,0,0,0,1,4,4,7,3,7,3,7,3,"Yes","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,74,"woman","White","MA","$100,001-$120,000",6,5,1,0,0,1,0,NA
"UB612fi","New York","New York","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",54,NA,0,1,0,7,3,2,5,1,5,3,5,"No",NA,4,"Independent",NA,NA,"Neither","Independent | Neither",1,23,"man","Hispanic, Latino, or Spanish origin","4yearColl","$160,001-$180,000",9,4,0,1,0,0,1,NA
"PW628lr","Minnesota","Hennepin","Jacob Frey","Omar Fateh","Mayoral","Minneapolis",82,NA,0,1,0,1,6,4,1.5,3,1,5,2,"Yes","DeWayne Davis",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,43,"woman","White","4yearColl","$40,001-$60,000",3,4,1,0,0,1,0,NA
"NH194et","New Jersey","Camden","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",20,0,0,0,1,6,4,6,2,6,2,6,2,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,43,"woman","White","PHD","$100,001-$120,000",6,6,1,0,0,1,0,NA
"XZ836ia","New York","Queens","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",80,NA,0,1,0,5,1,1,5.5,1,6,1,5,"Not sure","none",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,36,"woman","Other (please specify)","PHD","$180,001-$200,000",10,6,0,0,0,1,0,"I am planning on not voting for mayor because I think at the moment Mamdani is winning strongly enough that my vote doesn't matter, and I have extensive personal experience with him (we were part of the same organization for ~3 years) and find him very unpleasant on a personal level. If it looks like Cuomo might win then I will have to vote for Mamdani, but if Mamdani can win without me then I won't vote for him."
"RH264vt","New Jersey","Union","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",45,0,0,0,1,4,2,7,1,7,1,7,1,"Yes","Mikie Sherill",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,38,"man","White","4yearColl","$160,001-$180,000",9,4,1,1,1,0,0,NA
"JS381yg","Minnesota","Hennepin","Jacob Frey","Omar Fateh","Mayoral","Minneapolis",28,NA,0,1,0,3,7,2.5,1,3,1,2,1,"Yes","Jazz hampton",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,34,"woman","White","4yearColl","$60,001-$80,000",4,4,1,0,1,0,0,NA
"ES774mi","New Jersey","Burlington","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",25,0,0,0,1,7,2,6.5,1.5,7,1,6,2,"Yes","Mikie Sherill",2,"Democrat","Strong",NA,NA,"Democrat | Strong",1,23,"woman","White","MA","Over $200,000",11,5,1,0,0,1,0,NA
"PJ606ol","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",100,1,1,0,0,7,1,1,7,1,7,1,7,"Yes","Zohran Mamdani",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,34,"man","Black or African American","4yearColl","Over $200,000",11,4,0,1,0,1,0,NA
"MQ737ji","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",65,0,0,0,1,6,3,1,5,1,5,1,5,"Yes","Andrew Cuomo",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,41,"woman","White","MA","$40,001-$60,000",3,5,1,0,1,0,0,NA
"NB468gm","New Jersey","Hunterdon","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",90,0,0,0,1,6,3,7,3,7,3,7,3,"Yes","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,27,"woman","White","4yearColl","$0-$20,000",1,4,1,0,0,1,0,NA
"AU918qs","Washington","King","Bruce Harrell","Katie Wilson","Mayoral","Seattle",39,NA,0,1,0,4,4,4,4,4,4,4,4,"Not sure",NA,4,"Independent",NA,NA,"Neither","Independent | Neither",1,66,"woman","Asian","4yearColl","$40,001-$60,000",3,4,0,0,0,0,1,NA
"JB926xe","New Jersey","Essex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",67,0,0,0,1,3,4,5.5,1.5,6,1,5,2,"Yes","Mikie Sherill",1,"No preference",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,34,"man","Black or African American","MA","$160,001-$180,000",9,5,0,1,0,0,0,NA
"ZB292sx","New York","Queens","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",30,1,1,0,0,6,3,1.5,5,1,6,2,4,"Yes","Zohran Mamdani",3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,28,"man","Hispanic, Latino, or Spanish origin","GED","$60,001-$80,000",4,2,0,1,0,1,0,NA
"FI547se","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",59,1,1,0,0,4,2,2,5,2,5,2,5,"Yes","Zohran Mamdani",3,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,37,"man","Black or African American","2yearColl","$140,001-$160,000",8,3,0,1,0,0,1,NA
"GS237rk","New Jersey","Union","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",62,0,0,0,1,4,2,7,4,7,3,7,5,"Yes","Mikie Sherill",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,27,"man","Asian","4yearColl","Over $200,000",11,4,0,1,0,1,0,NA
"OV147hd","New York","Kings","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",29,1,1,0,0,2,5,1.5,5.5,1,5,2,6,"Yes","Zohran Mamdani",1,"Democrat","Strong",NA,NA,"Democrat | Strong",1,54,"woman","Black or African American","GED","$20,001-$40,000",2,2,0,0,0,1,0,NA
"EX969rr","New Jersey","Bergen","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",46,0,0,0,1,3,4,5.5,2.5,5,3,6,2,"Yes","Mikie Sherill",3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,40,"man","White","GED","$40,001-$60,000",3,2,1,1,0,1,0,NA
"NT829yv","New Jersey","Ocean","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",20,NA,0,1,0,1,2,7,1,7,1,7,1,"Yes",NA,3,"Independent",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,36,"man","White","4yearColl","$40,001-$60,000",3,4,1,1,0,0,1,NA
"EG241hc","New Jersey","Monmouth","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",38,0,0,0,1,6,3,6,2.5,6,2,6,3,"Yes","Mikie Sherill",3,"Democrat","Strong",NA,NA,"Democrat | Strong",1,50,"man","White","4yearColl","$80,001-$100,000",5,4,1,1,0,1,0,NA
"EN489xz","New Jersey","Hudson","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",78,NA,0,1,0,4,3,4,3.5,3,4,5,3,"Not sure",NA,3,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,25,"man","Hispanic, Latino, or Spanish origin","GED","$60,001-$80,000",4,2,0,1,0,1,0,NA
"KK371mx","New Jersey","Middlesex","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",40,0,0,0,1,5,1,6,3,6,3,6,3,"Not sure","Mikie Sherill",3,"No preference",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,22,"man","Asian","4yearColl","Over $200,000",11,4,0,1,0,0,0,NA
"QE640gi","New Jersey","Ocean","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",50,1,1,0,0,4,4,6,1,6,1,6,1,"Yes","Jack Ciattarelli",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,29,"woman","White","GED","$60,001-$80,000",4,2,1,0,1,0,0,NA
"JF183jg","New Jersey","Camden","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",100,0,0,0,1,4,4,4,4,4,4,4,4,"No","Mikie Sherill",3,"No preference",NA,NA,"Closer to Democratic","Independent | Closer to Democratic",1,24,"woman","White","GED","$120,001-$140,000",7,2,1,0,0,0,0,NA
"BG982qo","New Jersey","Ocean","Jack Ciattarelli","Mikie Sherill","Gubernatorial","New Jersey",66,1,1,0,0,5,4,5.5,2,6,2,5,2,"No","Jack Ciattarelli",5,"Republican",NA,"Not very strong",NA,"Republican | Not very strong",1,31,"man","White","noHS","$20,001-$40,000",2,1,1,1,1,0,0,NA
"DC829rf","New York","Queens","Zohran Mamdani","Andrew Cuomo","Mayoral","New York City",92,1,1,0,0,6,2,1.5,6,1,5,2,7,"Yes","Zohran Mamdani",2,"Democrat","Not very strong",NA,NA,"Democrat | Not very strong",1,23,"woman","Black or African American","4yearColl",NA,NA,4,0,0,0,1,0,NA
