"id","n_reasons","mrl","assigned_cluster","avg_cosine_to_assigned","second_best_cluster","second_best_avg_cosine","margin"
"DJ501nh",4,0.692970748694111,7,0.463446707742407,9,0.427487314872858,0.0359593928695486
"DK339up",3,0.809145333945856,7,0.686120619862252,5,0.534696751042713,0.151423868819538
"DL159uv",1,1,8,0.51578224990502,5,0.434230992777588,0.0815512571274317
"DL992xa",5,0.639797302076449,9,0.477577917757472,7,0.477078690499277,0.0004992272581954
"DM073vh",5,0.629064260627125,2,0.469056501299725,9,0.450327119863354,0.0187293814363709
"DM781dn",4,0.728956408324927,7,0.575005725518254,3,0.519390124124455,0.0556156013937993
"DP337od",8,0.592267847080315,8,0.47052261025318,5,0.456374110230738,0.0141485000224414
"DP426dz",1,1,10,0.704869709168492,6,0.590045190108844,0.114824519059648
"DQ595ey",5,0.658532972520725,9,0.540130296514226,6,0.480428679076732,0.0597016174374944
"DQ857wg",3,0.720024800668826,7,0.490629288981967,8,0.474270900748018,0.0163583882339488
"DT164de",1,0.999999999999999,6,0.757524632617318,2,0.445481113954741,0.312043518662577
"DW511sa",6,0.617617297704087,9,0.452997542210921,7,0.450876475737216,0.00212106647370491
"DX427vl",4,0.731622495265588,1,0.511272925992224,8,0.493236630443213,0.0180362955490115
"EC498ll",3,0.721862950017017,4,0.551004624416537,10,0.424580190874214,0.126424433542323
"ED410oh",4,0.659272949251107,6,0.536011747034518,2,0.440742899737515,0.0952688472970027
"EM055qv",4,0.738646246363158,2,0.542620889053093,3,0.410563163263137,0.132057725789956
"ER032la",3,0.764039060663361,7,0.528210778838614,3,0.525833463213488,0.00237731562512622
"ER575jg",4,0.691880631762609,9,0.533972836138171,2,0.454553469170469,0.0794193669677027
"ET422pq",5,0.644088862381082,9,0.482215570172789,7,0.424534895907724,0.0576806742650654
"EU433yx",1,0.999999999999998,7,0.513832717780754,4,0.47961957423586,0.0342131435448944
"EV738rh",4,0.698699816765507,8,0.555414890471792,5,0.494268437271059,0.0611464532007324
"EW125yf",3,0.761215290124385,2,0.451829700679005,8,0.362564844978018,0.0892648557009865
"EX108ab",5,0.673349541987493,7,0.544306590042788,9,0.487251892055263,0.0570546979875249
"EZ994qi",4,0.645079711512834,7,0.517112166051823,5,0.419949208313623,0.0971629577382003
"FA115xh",5,0.680911145482144,8,0.512883287697442,5,0.481738446600652,0.0311448410967901
"FC020tt",5,0.665649506731729,1,0.45335870013508,8,0.440816866074959,0.0125418340601212
"FE177fg",3,0.746878503464098,3,0.535194199774721,8,0.534798367692785,0.000395832081936054
"FF285bj",4,0.693251275034512,9,0.520462203237739,4,0.475831626362691,0.0446305768750477
"FF589yh",2,0.795069981028765,10,0.516538847863313,5,0.464335007746999,0.0522038401163135
"FG134kd",6,0.653947810694487,8,0.507291325013766,5,0.475842378678901,0.0314489463348652
"FJ250ov",5,0.65707112346136,10,0.485089970860154,8,0.47114840584303,0.013941565017124
"FJ786eu",3,0.701554679979791,1,0.505858074616293,2,0.448865923715489,0.0569921509008042
"FL235br",5,0.68687736507666,8,0.525817010812902,5,0.497495969580336,0.0283210412325657
"FM053lx",4,0.660363848806712,8,0.460387304612354,7,0.439293267044712,0.0210940375676415
"FM885yu",3,0.758021175205067,7,0.494210350407911,8,0.452761043585026,0.0414493068228844
"FN164ze",1,1,7,0.627898589911449,9,0.516740561488945,0.111158028422504
"FO016ue",3,0.815816380792216,5,0.668562898265249,8,0.44711030433529,0.221452593929959
